2024-03-20 07:44:24,299: 'l'
2024-03-20 07:44:24,411: ';'
2024-03-20 07:44:24,579: 'l'
2024-03-20 07:44:24,591: 'k'
2024-03-20 07:44:25,451: Key.backspace
2024-03-20 07:44:25,691: Key.backspace
2024-03-20 07:44:26,195: Key.backspace
2024-03-20 07:44:27,691: Key.cmd
2024-03-20 07:44:28,059: Key.left
2024-03-20 07:44:32,311: 'i'
2024-03-20 07:44:32,552: Key.space
2024-03-20 07:44:32,559: 'u'
2024-03-20 07:44:32,967: 'u'
2024-03-20 07:44:33,081: 'j'
2024-03-20 07:44:33,239: 'u'
2024-03-20 07:44:33,336: 'j'
2024-03-20 07:44:33,767: 'f'
2024-03-20 07:44:33,839: 'g'
2024-03-20 07:44:33,840: 'h'
2024-03-20 07:44:34,104: 'f'
2024-03-20 07:44:34,128: 'g'
2024-03-20 07:44:34,271: 'h'
2024-03-20 07:44:34,352: 'g'
2024-03-20 07:44:49,059: Key.cmd
2024-03-20 07:44:49,435: Key.right
2024-03-20 07:44:53,635: Key.shift
2024-03-20 07:44:54,143: Key.shift
2024-03-20 07:44:54,173: Key.shift
2024-03-20 07:44:54,204: Key.shift
2024-03-20 07:44:54,236: Key.shift
2024-03-20 07:44:54,268: Key.shift
2024-03-20 07:44:54,314: Key.shift
2024-03-20 07:44:54,345: Key.shift
2024-03-20 07:44:54,715: Key.ctrl_l
2024-03-20 07:44:55,229: Key.ctrl_l
2024-03-20 07:44:55,260: Key.ctrl_l
2024-03-20 07:44:55,290: Key.ctrl_l
2024-03-20 07:44:55,321: Key.ctrl_l
2024-03-20 07:44:55,352: Key.ctrl_l
2024-03-20 07:44:55,384: Key.ctrl_l
2024-03-20 07:44:55,415: Key.ctrl_l
2024-03-20 07:44:55,447: Key.ctrl_l
2024-03-20 07:44:55,479: Key.ctrl_l
2024-03-20 07:44:55,527: Key.ctrl_l
2024-03-20 07:44:55,558: Key.ctrl_l
2024-03-20 07:44:55,589: Key.ctrl_l
2024-03-20 07:44:55,619: Key.ctrl_l
2024-03-20 07:44:55,651: Key.ctrl_l
2024-03-20 07:44:55,681: Key.ctrl_l
2024-03-20 07:44:55,711: Key.ctrl_l
2024-03-20 07:44:55,758: Key.ctrl_l
2024-03-20 07:44:55,791: Key.ctrl_l
2024-03-20 07:44:55,822: Key.ctrl_l
2024-03-20 07:44:55,852: '\x01'
2024-03-20 07:44:56,380: <51>
2024-03-20 07:45:01,187: Key.enter
2024-03-20 07:45:01,428: Key.enter
2024-03-20 07:45:01,635: Key.enter
2024-03-20 07:45:06,095: Key.enter
2024-03-20 07:45:06,288: Key.enter
2024-03-20 07:45:06,872: 'k'
2024-03-20 07:45:06,991: 'f'
2024-03-20 07:45:07,143: 'k'
2024-03-20 07:45:07,279: 'f'
2024-03-20 07:45:07,431: 'k'
2024-03-20 07:45:07,519: 'f'
2024-03-20 07:45:07,687: 'k'
2024-03-20 07:45:07,743: 'f'
2024-03-20 07:45:07,943: 'k'
2024-03-20 07:45:07,967: 'f'
2024-03-20 07:45:08,127: 'f'
2024-03-20 07:45:08,207: 'k'
2024-03-20 07:45:08,319: 'f'
2024-03-20 07:45:08,464: 'k'
2024-03-20 07:45:08,536: 'f'
2024-03-20 07:45:08,687: 'k'
2024-03-20 07:45:08,751: 'f'
2024-03-20 07:45:08,895: 'f'
2024-03-20 07:45:08,927: 'k'
2024-03-20 07:45:19,339: Key.backspace
2024-03-20 07:46:13,424: 'l'
2024-03-20 07:46:13,727: 's'
2024-03-20 07:46:14,240: Key.enter
2024-03-20 07:46:16,223: 'c'
